0,0,2442795266,TRANSPORTBUSSTOP,poi
0,1,3374501035,SHOPBICYCLE,poi
0,2,2458116643,TRANSPORTBUSSTOP,poi
0,3,2458116640,TRANSPORTBUSSTOP,poi
0,4,2458116641,TRANSPORTBUSSTOP,poi
0,5,981019245,TRANSPORTBUSSTOP,poi
0,6,1499686366,TRANSPORTBUSSTOP,poi
0,7,3562844215,EDUCATIONSCHOOL,poi
0,8,3447121918,FOODFASTFOOD,poi,taxi,Tid5873
0,9,1660324135,TRANSPORTBUSSTOP,poi
0,10,1599493533,TRANSPORTBUSSTOP,poi
0,11,2103042060,TRANSPORTBUSSTOP,poi
0,12,1660324139,TRANSPORTBUSSTOP,poi
0,13,3562844218,TRANSPORTBUSSTOP,poi
0,14,1673280277,TRANSPORTBUSSTOP,poi
0,15,2458217529,TRANSPORTBUSSTOP,poi
0,16,4824079221,TRANSPORTBUSSTOP,poi
0,17,3536227766,TRANSPORTBUSSTOP,poi
0,18,1805915912,TRANSPORTSUBWAY,poi
0,19,1736406134,TRANSPORTBUSSTOP,poi,taxi,Tid7435
0,20,1835376405,TRANSPORTBUSSTOP,poi
0,21,1350216290,TRANSPORTBUSSTOP,poi
0,22,4174505746,FOODRESTAURANT,poi
0,23,4375359289,TRANSPORTBUSSTOP,poi
0,24,1887323347,TRANSPORTBUSSTOP,poi
0,25,1408034516,TRANSPORTBUSSTOP,poi
0,26,2093005586,TRANSPORTBUSSTOP,poi
0,27,1599493531,TRANSPORTBUSSTOP,poi
0,28,3390610006,TRANSPORTBUSSTOP,poi
0,29,2401797500,SHOPDEPARTMENTSTORE,poi
0,30,407185506,TRANSPORTBUSSTOP,poi
0,31,4148548621,FOODRESTAURANT,poi
0,32,4148548620,ACCOMMOMOTEL,poi
0,33,2602380207,TRANSPORTBUSSTOP,poi
0,34,1114097898,TRANSPORTSUBWAY,poi
0,35,3949904356,TRANSPORTBUSSTOP,poi
0,36,995943621,TRANSPORTBUSSTOP,poi
0,37,1647734568,TRANSPORTBUSSTOP,poi
0,38,2250094134,TRANSPORTBUSSTOP,poi
0,39,2697516134,TRANSPORTBUSSTOP,poi
0,40,1808782918,TRANSPORTBUSSTOP,poi
0,41,2987561433,TOURISTART,poi
0,42,2382543707,TRANSPORTBUSSTOP,poi
